id,grid_id,score,data_source,borough,zip,latitude,longitude,lat_lon,address,status,cb_num,cncldist,category,assemblydist,coundist,gardenname,juris,geometry,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,statesenatedist,censustract,crossstreets
231124,817,2.8899999999999997,df_gardens,Queens,11691.0,40.595195,-73.776495,-2994.971200941525,378 Beach 45th Street,Active,414.0,5.0,Garden,31.0,31.0,Far Rock Urban Agro-Education Center,DPR,POINT (-73.776495 40.595195),9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,CLOSED,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,10.0,972.04,corner of Beach Channel Drive
231125,2513,5.790000000000001,df_gardens,Bronx,10454.0,40.805441,-73.91571,-3016.1631433781104,627 East 137th Street,Active,201.0,15.0,Garden,84.0,8.0,United We Stand Garden (Sunflower / Girasol),DPR,POINT (-73.91571 40.805441),11:00 a.m. - 7:00 p.m.,2:00 p.m. - 6:00 p.m.,10:00 a.m. - 7:00 p.m.,12:00 p.m. - 6:00 p.m.,10:00 a.m. - 7:00 p.m.,11:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,29.0,27.01,Cypress & Street Anne Streets
231126,2752,3.3099999999999996,df_gardens,Bronx,10460.0,40.834723,-73.885408,-3017.090169421984,1665 Longfellow Avenue,Not GreenThumb,203.0,14.0,Garden,79.0,17.0,Community Rock Garden,DPR,POINT (-73.885408 40.834723),,,,,,,,32.0,161.0,E. 173rd & E. 174th Streets.
231127,2867,8.43,df_gardens,Bronx,10453.0,40.85081,-73.914818,-3019.48018630258,1810 University Avenue,Active,205.0,13.0,Garden,86.0,14.0,Eternal Life Community Garden,DPR,POINT (-73.914818 40.85081),CLOSED,CLOSED,CLOSED,10:00 a.m. - 5:00 p.m.,CLOSED,CLOSED,4:00 p.m. - 6:00 p.m.,31.0,243.0,Dr. MLK JR Blvd and Morton PL
231128,2750,6.7,df_gardens,Bronx,10456.0,40.835091,-73.900646,-3017.739604368786,580 Crotona Park South,Active,203.0,15.0,Garden,79.0,15.0,Damiana Pizarro Community Garden,DPR,POINT (-73.900646 40.835091),3:00 p.m. -  6:00 p.m.,10:00 a.m. - 1:00 p.m.,9:30 a.m. - 11:30 a.m.,10:30 a.m. - 1:00 p.m.,3:00 p.m. -  6:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,32.0,149.0,Fulton Ave and Franklin Ave
231129,2579,2.46,df_gardens,Bronx,10473.0,40.809755,-73.850548,-3013.8227704957403,2008 Gildersleeve Avenue,Active,209.0,14.0,Garden,85.0,18.0,The Gus Dinolis Waterfront Garden - The Hidden Gem,DPR,POINT (-73.850548 40.809755),9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,29.0,4.0,Husson Avenue & Betts Avenue
231130,2578,5.390000000000001,df_gardens,Bronx,10473.0,40.80756,-73.857467,-3013.9430160505203,905 Harding Park,Active,209.0,14.0,Garden,85.0,18.0,Harding Park Community Garden,DPR,POINT (-73.857467 40.80756),10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,29.0,2.0,Corner of Leland Avenue and North Street
231131,2570,5.98,df_gardens,Bronx,10451.0,40.812889,-73.929667,-3017.2832930779628,175 East 138th Street,Active,201.0,15.0,Garden,84.0,8.0,La Finca Del Sur,DPR/MTA,POINT (-73.929667 40.812889),TBD (4 hours),10:00 a.m. - 2:00 p.m.,10:00 a.m. - 3:00 p.m.,10:00 a.m. - 4:00 p.m.,CLOSED,CLOSED,10:00 a.m. - 1:00 p.m,29.0,51.0,corner of Grand Concourse and 138th St.
231132,2632,10.45,df_gardens,Bronx,10459.0,40.819497,-73.898632,-3016.5049872281043,864 Reverend James A. Polite Avenue,Active,202.0,14.0,Garden,85.0,17.0,Wishing Well Garden,DPR,POINT (-73.898632 40.819497),9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,32.0,87.0,Reverend Polite/ Dawson Street
231133,2632,10.45,df_gardens,Bronx,10455.0,40.815267,-73.902248,-3016.339984020216,941 Avenue St. John,Active,202.0,14.0,Garden,84.0,17.0,Demera Santiago Garden,DPR,POINT (-73.902248 40.815267),1:00 p.m. to 2:00 p.m.,10:00 a.m. - 11:00 a.m.,9:30 a.m. - 11:30 a.m.,10:00 a.m. - 1:00 p.m.,2:00 p.m. to 3:00 p.m.,9:30 a.m. - 10:30 a.m.,2:00 p.m. to 3:00 p.m.,29.0,83.0,Kelly St. and Beck St. inside park Playground 52
231134,2631,10.19,df_gardens,Bronx,10455.0,40.815733,-73.91142,-3016.7487843708604,586 Westchester Avenue,Active,201.0,15.0,Garden,84.0,17.0,Eagle Slope,DPR,POINT (-73.91142 40.815733),5:00p - 8:00p,,10:00a - 5:00p,10:00a - 5:00p,,,5:00p - 8:00p,29.0,73.0,Eagle Ave & St. Anns Ave.
231135,2573,5.83,df_gardens,Bronx,10455.0,40.813766,-73.905927,-3016.3792105910825,586 Tinton Avenue,Active,201.0,15.0,Garden,84.0,8.0,El Flamboyan,DPR,POINT (-73.905927 40.813766),12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,29.0,79.0,At E. 150th Street
231136,2812,3.5399999999999996,df_gardens,Bronx,10460.0,40.841952,-73.876631,-3017.265817223712,1086 East 180th Street,Active,206.0,15.0,Garden,87.0,15.0,Bronx River Community Garden,DPR,POINT (-73.876631 40.841952),,,,12:00 p.m. to 5:00 p.m.,,,2:00 p.m.- 7:00 p.m.,32.0,220.0,Boston Rd & Devoe Avenue
231137,2571,6.48,df_gardens,Bronx,10454.0,40.809599,-73.9187,-3016.5925056013,494 East 141st Street,Closed (Construction),201.0,15.0,Garden,84.0,8.0,Friends of Brook Park Community Garden,DPR,POINT (-73.9187 40.809599),,,,,,,,29.0,39.0,Brook Avenue
231138,2928,17.18,df_gardens,Bronx,10457.0,40.852805,-73.894269,-3018.7881620745443,2173 Bathgate Avenue,Active,206.0,15.0,Garden,86.0,15.0,Cook Community Farm,DPR,POINT (-73.894269 40.852805),,,,,,,,32.0,395.0,E. 182nd & E. 181st Streets.
231139,2928,17.18,df_gardens,Bronx,10457.0,40.853797,-73.894669,-3018.877806708193,2179 Washington Avenue,Active,206.0,15.0,Garden,86.0,15.0,Farm in the Bronx,DPR,POINT (-73.894669 40.853797),CLOSED,CLOSED,1:00 p.m.- 6:00 p.m.,1:00 p.m.- 6:00 p.m.,CLOSED,CLOSED,CLOSED,32.0,395.0,At Washington Avenue in Bathgate Playground
231140,2870,11.49,df_gardens,Bronx,10460.0,40.843795,-73.880914,-3017.57690582863,2093 Vyse Avenue,Active,206.0,15.0,Garden,87.0,15.0,Krystal Community Garden,DPR,POINT (-73.880914 40.843795),CLOSED,CLOSED,10:00 a.m. -3:00 p.m.,CLOSED,CLOSED,9:00 a.m. -2:00 p.m.,CLOSED,32.0,363.0,180th St and E. 179th St.  inside Vidalia Park
231141,2749,8.93,df_gardens,Bronx,10456.0,40.836153,-73.913456,-3018.341197974768,1304 Grant Ave.,Not GreenThumb,204.0,15.0,Garden,77.0,16.0,Dred Scott Bird Sanctuary Garden,DPR,POINT (-73.913456 40.836153),,,,,,,,32.0,179.02,Grant & Morris Avenue
231142,2512,2.49,df_gardens,Bronx,10454.0,40.806735,-73.921889,-3016.510935122415,462 East 136th Street,Active,201.0,15.0,Garden,84.0,8.0,Wanaqua Garden,DPR,POINT (-73.921889 40.806735),10:00 a.m. - 3:30 p.m.,10:00 a.m. - 3:30 p.m.,10:00 a.m. - 3:30 p.m.,10:00 a.m. - 3:30 p.m.,10:00 a.m. - 3:30 p.m.,10:00 a.m. - 3:30 p.m.,10:00 a.m. - 3:30 p.m.,29.0,25.0,Brown Place & Willis
231143,2692,12.37,df_gardens,Bronx,10459.0,40.822703,-73.890104,-3016.3937702311114,958 Hoe Avenue,Active,202.0,14.0,Garden,85.0,17.0,New Hoe Avenue Garden,DPR,POINT (-73.890104 40.822703),12:00 p.m. - 4:00 p.m.,,12:00 p.m. - 4:00 p.m.,,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,32.0,119.0,Aldus St. and E. 163rd St.
231144,1914,7.239999999999999,df_gardens,Manhattan,10011.0,40.73424,-73.999123,-3014.29803607152,421 AVENUE OF THE AMER,Not GreenThumb,102.0,10.0,Garden,66.0,3.0,Jefferson Market Garden,DPR,POINT (-73.999123 40.73424),,,,,,,,27.0,71.0,
231145,2571,6.48,df_gardens,Bronx,10454.0,40.807847,-73.917799,-3016.426232168754,545 East 139th Street,Active,201.0,15.0,Garden,84.0,8.0,Padre Plaza,DPR,POINT (-73.917799 40.807847),10:00 a.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,11:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,29.0,39.0,Corner of Saint Anne`s Avenue & East 139th Street
231146,3042,1.15,df_gardens,Manhattan,10034.0,40.86591,-73.927727,-3021.1238380865702,236 Dyckman Street,Active,112.0,13.0,Garden,71.0,10.0,RING - Riverside Inwood Neighborhood Garden,DPR,POINT (-73.927727 40.86591),9:00 a.m. - 12:00 p.m. & 2:00 p.m. - 4:00 p.m.,10:00 a.m. - 12:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 12:00 p.m. & 2:00 p.m. - 6:00 p.m.,10:30 a.m. - 12: 30 p.m. & 4:00 p.m. - 5:00 p.m.,10:00 a.m. - 12:00 p.m. & 3:30 p.m. - 6:30 p.m.,2 :00 p.m. - 4:00 p.m. &  5:30 p.m. - 6:30 p.m.,31.0,287.0,"Riverside Drive, Dyckman, Broadway, Seaman"
231147,1802,10.13,df_gardens,Brooklyn,11211.0,40.716318,-73.940475,-3010.5838931710505,264 Skillman Avenue,Active,301.0,7.0,Garden,53.0,34.0,Red Shed Community Garden,DPR,POINT (-73.940475 40.716318),4:00 p.m.- 7:00 p.m.,4:00 p.m.- 7:00 p.m.,9:00 a.m.- 2:00 p.m.,CLOSED,4:00 p.m.- 7:00 p.m.,4:00 p.m.- 7:00 p.m.,4:00 p.m.- 7:00 p.m.,18.0,477.0,"Kingsland Avenue, Maspeth Avenue"
231148,1624,2.3099999999999996,df_gardens,Brooklyn,11206.0,40.693747,-73.94919,-3009.26962871493,604 Marcy Avenue,Active,303.0,8.0,Garden,56.0,36.0,Red Gate Garden,DPR,POINT (-73.94919 40.693747),4:00 p.m. - 8:00 p.m.,,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,,,,25.0,253.0,At Willoughby Avenue
231149,1450,2.97,df_gardens,Brooklyn,11233.0,40.67208,-73.92068,-3006.5078106144,1711 Park Place,Inactive (No Group),316.0,9.0,Garden,55.0,41.0,Preston Community Garden,DPR,POINT (-73.92068 40.67208),,,1:00 p.m. - 6:00 p.m.,,,,,25.0,363.0,Ralph & Howard Avenues
231150,1335,10.56,df_gardens,Brooklyn,11212.0,40.658494,-73.900895,-3004.69909595213,633 Powell Street,Active,316.0,8.0,Garden,55.0,42.0,A Patch of Inspiration,DPR,POINT (-73.900895 40.658494),CLOSED,CLOSED,10:00 a.m. - 3:00 p.m.,CLOSED,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 4:00 p.m.,19.0,920.0,New Lots Avenue and Powell St.
231151,1334,7.6,df_gardens,Brooklyn,11212.0,40.658185,-73.901811,-3004.713503473035,93 New Lots Avenue,Active,316.0,8.0,Garden,55.0,42.0,Green Valley Garden,DPR,POINT (-73.901811 40.658185),10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,19.0,920.0,Powell Street and Sachman Street
231152,1395,15.52,df_gardens,Brooklyn,11207.0,40.666041,-73.890784,-3004.845651666144,522 Bradford Street,Active,305.0,8.0,Garden,60.0,42.0,Monty's Bradford Street Garden,DPR,POINT (-73.890784 40.666041),11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,19.0,1126.0,Livonia & Dumont
231153,1454,14.67,df_gardens,Brooklyn,11207.0,40.67266,-73.885939,-3005.13767572774,444 Warwick Street,Active,305.0,8.0,Garden,54.0,42.0,Gregory's Garden,DPR,POINT (-73.885939 40.67266),1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,CLOSED,CLOSED,1:00 p.m. - 6:00 p.m.,CLOSED,19.0,1150.0,Belmont & Pitkin Avenues
231154,1455,9.89,df_gardens,Brooklyn,11208.0,40.674651,-73.878584,-3004.985620574184,2539 Pitkin Avenue,Active,305.0,8.0,Garden,54.0,42.0,ENY Oasis Community Garden,DPR,POINT (-73.878584 40.674651),CLOSED,CLOSED,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,CLOSED,CLOSED,11:00 a.m. - 4:00 p.m.,19.0,1192.0,Atkins/Montauk
231155,1506,4.03,df_gardens,Brooklyn,11216.0,40.683926,-73.955464,-3008.798624671664,90 Madison Street,Active,303.0,8.0,Garden,57.0,36.0,Madison Hill Community Garden,DPR,POINT (-73.955464 40.683926),CLOSED,CLOSED,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 4:00 p.m.,CLOSED,CLOSED,CLOSED,25.0,229.0,Bedford Avenue & Franklin Avenue
231156,1628,6.710000000000001,df_gardens,Brooklyn,11221.0,40.694823,-73.912965,-3007.875028080195,1262 Madison Street,Active,304.0,7.0,Garden,54.0,37.0,Madison Square Association Garden,DPR,POINT (-73.912965 40.694823),10:30a - 3:00p,3:00p - 6:00p,12:00p - 3:00p,12:00p - 2:00p,5:00p - 7:00p,5:00p - 7:00p,3:00p - 6:00p,18.0,435.0,Wilson & Knickerbocker
231157,1329,4.9399999999999995,df_gardens,Brooklyn,11225.0,40.661233,-73.952253,-3006.9897901079494,316 Lincoln Road,Active,309.0,9.0,Garden,43.0,40.0,Lincoln Road Garden,DPR,POINT (-73.952253 40.661233),CLOSED,CLOSED,9:00 a.m. - 12:00 p.m.,CLOSED,9:00 a.m. - 11:00 a.m.,CLOSED,9:00 a.m. - 12:00 p.m.,20.0,800.0,Nostrand & Rogers
231158,1506,4.03,df_gardens,Brooklyn,11238.0,40.680369,-73.957629,-3008.623638085101,162 Lefferts Place,Active,303.0,8.0,Garden,57.0,36.0,Lefferts Place Community Garden,DPR,POINT (-73.957629 40.680369),7:00 a.m. - 2:00 p.m.,7:00 a.m. - 2:00 p.m.,8:00 a.m. - 4:00 p.m.,8:00 a.m.  - 12:00 p.m.,7:00 a.m. - 2:00 p.m.,7:00 a.m. - 2:00 p.m.,7:00 a.m. - 2:00 p.m.,25.0,227.0,Classon & Franklin
231159,1454,14.67,df_gardens,Brooklyn,11207.0,40.672344,-73.888066,-3005.200837846704,349 Schenck Avenue,Active,305.0,8.0,Garden,54.0,42.0,Jerry and the Senior Gents of E.N.Y.,DPR,POINT (-73.888066 40.672344),CLOSED,CLOSED,10:00 a.m. - 6:00 p.m.,CLOSED,4:00 p.m. - 6:00 p.m.,CLOSED,CLOSED,19.0,1150.0,Belmont & Pitkin Avenues
231160,617,3.390000000000001,df_gardens,Brooklyn,11224.0,40.576031,-73.988261,-3002.149971972091,2110 Mermaid Avenue,Active,313.0,8.0,Garden,46.0,47.0,Santos Community Garden,DPR,POINT (-73.988261 40.576031),5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,5:00 p.m. - 8:00 p.m.,CLOSED,5:00 p.m. - 8:00 p.m.,23.0,326.0,W. 21st Street & W. 22nd Street
231161,1454,14.67,df_gardens,Brooklyn,11207.0,40.670585,-73.885812,-3004.9791972400203,447 Jerome Street,Active,305.0,8.0,Garden,60.0,42.0,Jerome Gardens,DPR,POINT (-73.885812 40.670585),8:00a - 11:00a & 4:00p - 6:00p,8:00a - 11:00a & 4:00p - 6:00p,8:00a - 10:00a & 3:00p - 6:00p,8:00a - 10:00a & 3:00p - 6:00p,8:00a - 11:00a & 4:00p - 6:00p,8:00a - 11:00a & 4:00p - 6:00p,8:00a - 11:00a & 4:00p - 6:00p,19.0,1162.0,At Sutter
231162,1454,14.67,df_gardens,Brooklyn,11207.0,40.673947,-73.888748,-3005.347020048356,281 Schenck Avenue,Active,305.0,8.0,Garden,54.0,42.0,Herbal Garden of East New York,DPR,POINT (-73.888748 40.673947),10:00 a.m. - 6:00 p.m.,,10:00 a.m. - 6:00 p.m.,,,,,19.0,1150.0,Glenmore and Pitkin Ave.
231163,1625,5.01,df_gardens,Brooklyn,11206.0,40.693106,-73.947312,-3009.1458056310717,108 Hart Street,Active,303.0,8.0,Garden,56.0,36.0,Hart to Hart Community Garden,DPR,POINT (-73.947312 40.693106),,,11:00 am - 4:00 p.m.,11:00 am - 4:00 p.m.,,,,25.0,261.0,Tompkins & Marcy
231164,1507,3.53,df_gardens,Brooklyn,11216.0,40.6831,-73.94309,-3008.234124779,322 Hancock Street,Active,303.0,8.0,Garden,56.0,36.0,Hancock Community Backyard Garden Park,DPR,POINT (-73.94309 40.6831),12:00 p.m - 8:00 p.m.,12:00 p.m - 8:00 p.m.,10:00 a.m. - 8:00 p.m.,10:00 a.m. - 8:00 p.m.,12:00 p.m - 8:00 p.m.,12:00 p.m - 8:00 p.m.,12:00 p.m - 8:00 p.m.,25.0,267.0,Throop and Tompkins
231165,1565,5.529999999999999,df_gardens,Brooklyn,11216.0,40.688154,-73.951282,-3008.941150513428,490 Greene Avenue,Active,303.0,8.0,Garden,57.0,36.0,Greene Avenue United Neighbors Community Garden,DPR,POINT (-73.951282 40.688154),2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,2:00 p.m. - 5:00 p.m.,25.0,243.0,At Nostrand Avenue
231166,1455,9.89,df_gardens,Brooklyn,11208.0,40.676659,-73.875415,-3005.005064438485,147 Fountain Avenue,Active,305.0,7.0,Garden,54.0,37.0,Green Gems,DPR,POINT (-73.875415 40.676659),10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,CLOSED,CLOSED,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,19.0,1196.0,Glenmore Ave. & Liberty Ave.
231167,1511,8.56,df_gardens,Brooklyn,11207.0,40.68239,-73.907602,-3006.73788852878,30 Granite Street,Active,304.0,7.0,Garden,54.0,37.0,Granite Street Community Garden,DPR,POINT (-73.907602 40.68239),4:00p - 7:00p,,1:00p - 7:00p,3:00p - 7:00p,,,,18.0,405.0,Bushwick Ave & Broadway
231168,1455,9.89,df_gardens,Brooklyn,11208.0,40.670771,-73.879673,-3004.743262137883,555 Shepherd Avenue,Active,305.0,8.0,Garden,60.0,42.0,Good Shepherds Community Group,DPR,POINT (-73.879673 40.670771),12:00p - 5:00p,12:00p - 4:00p,1:00p - 6:00p,1:00p - 6:00p,,,12:00p - 4:00p,19.0,1164.0,Sutter & Blake Avenues
231169,1454,14.67,df_gardens,Brooklyn,11207.0,40.674245,-73.889909,-3005.416261693705,555 Glenmore Avenue,Active,305.0,8.0,Garden,54.0,37.0,Escape to Nature,DPR,POINT (-73.889909 40.674245),CLOSED,CLOSED,10:00 a.m. - 6:00 p.m.,CLOSED,4:00 p.m. - 6:00 p.m.,CLOSED,CLOSED,19.0,1152.0,At 299 Hendrix Street
231170,1454,14.67,df_gardens,Brooklyn,11207.0,40.673754,-73.884592,-3005.163719398368,2379 Pitkin Avenue,Active,305.0,8.0,Garden,54.0,42.0,Floral Vineyard,DPR,POINT (-73.884592 40.673754),,8:00 a.m. - 12:00 p.m.,8:00 a.m.  -12:00 p.m.,,8:00 a.m. - 12:00 p.m.,8:00 a.m. - 12:00 p.m.,8:00 a.m. - 12:00 p.m.,19.0,1150.0,Cleveland & Ashford Street
231171,1395,15.52,df_gardens,Brooklyn,11207.0,40.666783,-73.891121,-3004.914183333743,746 Dumont Avenue,Active,305.0,8.0,Garden,60.0,42.0,Dumont Garden of Green,DPR,POINT (-73.891121 40.666783),12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,19.0,1126.0,At Bradford St.
231172,1566,7.1499999999999995,df_gardens,Brooklyn,11221.0,40.687912,-73.944384,-3008.642589086208,397 Quincy Street,Active,303.0,8.0,Garden,56.0,36.0,First Quincy Street Community Garden,DPR,POINT (-73.944384 40.687912),CLOSED,6:00 p.m. - 8:00 p.m.,10:00 a.m. - 1:00 p.m.,4:00 p.m. - 6:00 p.m.,10:00 a.m. - 1:00 p.m.,CLOSED,CLOSED,25.0,265.0,Tompkins & Throop Avenues
231173,1451,7.01,df_gardens,Brooklyn,11233.0,40.6746,-73.918096,-3006.5889875616,1905 Bergen Street,Active,316.0,8.0,Garden,55.0,41.0,Friends of Flowers Community Garden,DPR,POINT (-73.918096 40.6746),11:00 a.m. - 4:00 p.m.,,11:00 a.m. - 4:00 p.m.,3:00 p.m.  - 6:00 p.m.,1:00 p.m. - 5:00 p.m.,,1:00 p.m. - 5:00 p.m.,25.0,303.0,
231174,1451,7.01,df_gardens,Brooklyn,11233.0,40.674603,-73.918186,-3006.592870030158,1901 Bergen Street,Active,316.0,8.0,Garden,55.0,41.0,Farmers Garden,DPR,POINT (-73.918186 40.674603),11:00 a.m. - 4:00 p.m.,,11:00 a.m. - 4:00 p.m.,3:00 p.m. - 6:00 p.m.,1:00 p.m. - 5:00 p.m.,,1:00 p.m. - 5:00 p.m.,25.0,303.0,Howard & Saratoga Avenues
231175,1451,7.01,df_gardens,Brooklyn,11233.0,40.675571,-73.916044,-3006.577295761124,2084 Pacific Street,Inactive (No Group),316.0,8.0,Garden,55.0,41.0,Eden Community Garden,DPR,POINT (-73.916044 40.675571),,3:00p - 6:00p,,11:00a - 3:00p,3:00p - 6:00p,,3:00p - 6:00p,25.0,303.0,Saratoga Avenue & Thomas Boyland Blvd
231176,1392,15.4,df_gardens,Brooklyn,11212.0,40.66432,-73.91688,-3005.7796617216,181 Legion Street,Active,316.0,8.0,Garden,55.0,41.0,Fantasy Garden,DPR,POINT (-73.91688 40.66432),7:00 a.m. -  2:00 p.m.,,7:00 a.m. -  2:00 p.m.,,,,7:00 a.m. -  2:00 p.m.,25.0,894.0,Blake & Dumont Avenues
231177,1514,5.880000000000001,df_gardens,Brooklyn,11208.0,40.677552,-73.878503,-3005.1966474646556,81 Montauk Avenue,Active,305.0,7.0,Garden,54.0,37.0,Shield of Faith,DPR,POINT (-73.878503 40.677552),9:00a - 11:30a,9:00a - 11:30a,10:00p - 3:00p,,9:00a - 11:30a,9:00a - 11:30a,9:00a - 11:30a,19.0,1192.0,Atlantic & Liberty
231178,1455,9.89,df_gardens,Brooklyn,11208.0,40.674543,-73.877838,-3004.9472984780336,2556 Pitkin Avenue,Active,305.0,8.0,Garden,54.0,42.0,Upon This Rock Community Garden,DPR,POINT (-73.877838 40.674543),,,10:00 a.m. - 5:00 p.m.,,,,5:00 p.m. - 8:00 p.m.,19.0,1194.0,Montauk & Milford
231179,1510,8.4,df_gardens,Brooklyn,11233.0,40.680043,-73.917527,-3006.968176813661,182 Sumpter Street,Active,303.0,8.0,Garden,55.0,41.0,Sumpter Street Community Garden,DPR,POINT (-73.917527 40.680043),11:00 p.m. - 3:00 p.m.,11:00 a.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,11:00 p.m. - 3:00 p.m.,25.0,379.0,Howard & Saratoga
231180,1454,14.67,df_gardens,Brooklyn,11207.0,40.674091,-73.887216,-3005.295347320656,314 Jerome Street,Active,305.0,8.0,Garden,54.0,42.0,Jerome-Glenmore Cornerstone,DPR,POINT (-73.887216 40.674091),10:00 a.m.  -  12:00 p.m.,10:00 a.m.  -  12:00 p.m.,11:00 a.m.  -  3:00 p.m.,11:00 a.m.  -  3:00 p.m.,10:00 a.m.  -  12:00 p.m.,10:00 a.m.  -  12:00 p.m.,10:00 a.m.  -  12:00 p.m.,19.0,1150.0,At Glenmore
231181,1454,14.67,df_gardens,Brooklyn,11207.0,40.67383,-73.887151,-3005.2734189583302,326 Jerome Street,Active,305.0,8.0,Garden,54.0,42.0,Oriental Garden,DPR,POINT (-73.887151 40.67383),2:00 p.m. - 5:00 p.m.,CLOSED,.2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,CLOSED,CLOSED,19.0,1150.0,Glenmore & Pitkin
231182,1565,5.529999999999999,df_gardens,Brooklyn,11205.0,40.691449,-73.954821,-3009.328827025629,230A Spencer Street,Active,303.0,8.0,Garden,57.0,33.0,Spencer Street Community Garden,DPR,POINT (-73.954821 40.691449),CLOSED,CLOSED,10:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,CLOSED,CLOSED,10:00 a.m. - 7:00 p.m.,25.0,241.0,DeKalb & Willoughby Avenue
231183,1568,6.55,df_gardens,Brooklyn,11221.0,40.689085,-73.927645,-3008.0482312548247,953 Gates Avenue,Active,303.0,8.0,Garden,56.0,36.0,Gates Harvest Garden,DPR,POINT (-73.927645 40.689085),10:00 a.m. - 12:00 p.m. & 4:00 p.m. - 6:00 p.m.,CLOSED,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,2:00 p.m. - 4:00 p.m.,10:00 a.m. - 12:00 p.m. & & 3:00 p.m. - 5:00 p.m.,5:00 p.m. - 6:00 p.m.,25.0,387.0,Patchen & Malcolm X
231184,1510,8.4,df_gardens,Brooklyn,11233.0,40.67859,-73.912521,-3006.65713762539,16 Somers Street,Active,316.0,8.0,Garden,55.0,41.0,Phoenix Community Garden,DPR,POINT (-73.912521 40.67859),CLOSED,CLOSED,11:00 a.m. - 4:00 p.m.,11:00 a.m. - 3:00 p.m.,5:00 p.m. - 7:00 p.m.,CLOSED,CLOSED,25.0,371.0,Corner of Fulton & Somers
