id,grid_id,score,data_source,borough,zip,latitude,longitude,lat_lon,address,status,cb_num,cncldist,category,assemblydist,coundist,gardenname,juris,geometry,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,statesenatedist,censustract,crossstreets
230975,2628,10.580000000000002,df_gardens,Manhattan,10030.0,40.816139,-73.941076,-3017.989235825564,123 West 137th Street,Active,110.0,13.0,Garden,70.0,9.0,Elizabeth Langley Memorial Garden,DPR,POINT (-73.941076 40.816139),,,11:00 a.m. - 4:00 p.m.,,9:30 a.m.- 1:30 p.m.,9:30 a.m.- 1:30 p.m.,,30.0,228.0,Lenox & 7th Avenues
230976,2508,8.96,df_gardens,Manhattan,10026.0,40.80442,-73.956109,-3017.73613320178,304 West 116th Street,Active,110.0,13.0,Garden,70.0,9.0,Garden of Love,DPR,POINT (-73.956109 40.80442),,,10:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,,,6:00 p.m. - 8.00 p.m.,30.0,201.02,Fredrick Douglass Blvd. & Manhattan Avenue
230977,1916,10.56,df_gardens,Manhattan,10009.0,40.728537,-73.978377,-3013.031064844449,209 Avenue B,Closed (Construction),103.0,10.0,Garden,74.0,2.0,Relaxation Garden,DPR,POINT (-73.978377 40.728537),,,,,,,,27.0,28.0,At E.13 th Street
230978,2508,8.96,df_gardens,Manhattan,10026.0,40.80442,-73.956109,-3017.73613320178,304 West 116th Street,Active,110.0,13.0,Garden,70.0,9.0,Garden of Love,DPR,POINT (-73.956109 40.80442),,,10:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,,,6:00 p.m. - 8.00 p.m.,30.0,201.02,Fredrick Douglass Blvd. & Manhattan Avenue
230979,2392,4.380000000000001,df_gardens,Manhattan,10029.0,40.791351,-73.939527,-3016.093198630977,335 E 108th Street,Active,111.0,13.0,Garden,68.0,8.0,Humacao Community Garden,DPR,POINT (-73.939527 40.791351),3:00 p.m. - 7:00 p.m.,,1:00 p.m. - 7:00 p.m.,,3:00 p.m. - 7:00 p.m.,,,29.0,170.0,1st & 2nd Avenues
230980,1857,19.11,df_gardens,Manhattan,10009.0,40.722299,-73.982676,-3012.7446528921237,212 East 3rd Street,Active,103.0,10.0,Garden,65.0,2.0,Kenkeleba Memory Garden,DPR/FDNY,POINT (-73.982676 40.722299),11:00 a.m. - 5:00 p.m.,CLOSED,11:00 a.m. - 5:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,27.0,22.02,Avenue B & C
230981,2510,7.6,df_gardens,Manhattan,10035.0,40.802579,-73.938451,-3016.879488065129,2015 Lexington Avenue,Active,111.0,13.0,Garden,68.0,8.0,Life Spire,DPR,POINT (-73.938451 40.802579),,,,,,,,30.0,196.0,E.122 & E.123 Streets
230982,2449,4.31,df_gardens,Manhattan,10025.0,40.799704,-73.962184,-3017.6352143935355,955 Columbus Avenue,Active,107.0,13.0,Garden,69.0,7.0,Mobilization For Change Community Garden,DPR,POINT (-73.962184 40.799704),Sunset - Sundown,Sunset - Sundown,11:00 a.m. - 3:00 p.m. & Sunset - Sundown,Sunset - Sundown,Sunset - Sundown,Sunset - Sundown,Sunset - Sundown,30.0,193.0,bet. 106th & 107th Streets
230983,2746,5.6,df_gardens,Manhattan,10032.0,40.835777,-73.939143,-3019.3623551191113,457 West 162nd Street,Active,112.0,13.0,Garden,72.0,10.0,Morris Jumel Community Garden,DPR,POINT (-73.939143 40.835777),CLOSED,CLOSED,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,31.0,243.01,Edgecomb & Street Nic/Amsterdam
230984,2509,17.18,df_gardens,Manhattan,10027.0,40.806684,-73.94754,-3017.55389735736,116 W. 123rd Street,Active,110.0,13.0,Garden,70.0,9.0,West 123rd Street Community Garden,DPR,POINT (-73.94754 40.806684),CLOSED,CLOSED,10:00 a.m. - 4 :00 p.m.,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,30.0,222.0,Lenox & Adam Clayton Powell
230985,1857,19.11,df_gardens,Manhattan,10009.0,40.721676,-73.98202,-3012.671848265521,236 East 2nd Street,Active,103.0,10.0,Garden,65.0,2.0,Peach Tree Garden,DPR,POINT (-73.98202 40.721676),CLOSED,CLOSED,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,CLOSED,CLOSED,1:00 p.m. - 6:00 p.m.,27.0,22.02,Avenues B & C
230986,1857,19.11,df_gardens,Manhattan,10009.0,40.728321,-73.979088,-3013.044043351248,198 Avenue B,Active,103.0,12.0,Garden,74.0,2.0,Vamos A Sembrar,DPR,POINT (-73.979088 40.728321),12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,CLOSED,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,27.0,34.0,E. 12th & E. 13th Streets.
230987,817,2.8899999999999997,df_gardens,Queens,11691.0,40.595017,-73.776744,-2994.9681768846476,385 Beach 45th Street,Active,414.0,5.0,Garden,31.0,31.0,Edgemere Farm,DPR,POINT (-73.776744 40.595017),9:00 a.m. - 1:00 p.m.& 3:00 p.m. - 7:00 p.m.,CLOSED,9:00 a.m. - 1:00 p.m.,CLOSED,9:00 a.m. - 1:00 p.m.,CLOSED,9:00 a.m.- 1:00 p.m.,10.0,972.04,Beach Channel Dr. & Rockaway Beach Blvd.
230988,2811,8.18,df_gardens,Bronx,10460.0,40.840094,-73.879312,-3017.238046735328,1059 East Tremont Avenue,Not GreenThumb,206.0,14.0,Garden,87.0,15.0,Drew Garden,NYSDOT,POINT (-73.879312 40.840094),,,,,,,,32.0,361.0,west of E. 177th Street & BX River
230989,1640,7.190000000000001,df_gardens,Queens,11435.0,40.690572,-73.804028,-3003.1281152240163,107-29 Inwood Street,Active,412.0,5.0,Garden,32.0,28.0,Paradise Community Garden NY,DPR,POINT (-73.804028 40.690572),4:00p - 6:00p,4:00p - 6:00p,10:00a - 3:00p,11:00a - 4:00p,4:00p - 6:00p,4:00p - 6:00p,4:00p - 6:00p,10.0,198.0,Lakewood & Shore Avenues
230990,2692,12.37,df_gardens,Bronx,10459.0,40.828719,-73.898235,-3017.170271410965,1323 Prospect Avenue,Not GreenThumb,203.0,15.0,Garden,79.0,17.0,People's Garden,PRI,POINT (-73.898235 40.828719),,,,,,,,32.0,151.0,corner of E. 168th St and Prospect Ave.
230991,3104,7.38,df_gardens,Bronx,10463.0,40.877576,-73.900702,-3020.8815624583517,3101 Kingsbridge Terrace,Not GreenThumb,208.0,13.0,Garden,81.0,14.0,Kingsbridge Heights Community Garden,PRI,POINT (-73.900702 40.877576),,,,,,,,31.0,277.0,Perot St. & Summit PL
230992,2632,10.45,df_gardens,Bronx,10455.0,40.815077,-73.901106,-3016.279331775162,685 Beck Street,Active,202.0,14.0,Garden,84.0,17.0,The William Rainey Garden,BLT,POINT (-73.901106 40.815077),1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,29.0,83.0,"Leggett Street & Avenue, Street John"
230993,2630,6.66,df_gardens,Bronx,10451.0,40.821447,-73.925492,-3017.745553626924,670 Grand Concourse,Active,204.0,15.0,Garden,84.0,16.0,New Roots Community Farm,DOT,POINT (-73.925492 40.821447),9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,10:00 a.m. - 3:00 p.m.,,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,29.0,59.02,corner of East 153rd St.
230994,3108,5.0600000000000005,df_gardens,Bronx,10467.0,40.877517,-73.863985,-3019.3763025252447,739 East 211th Street,Active,212.0,15.0,Garden,83.0,12.0,211th Street Community Garden,NYRP,POINT (-73.863985 40.877517),,,,,,,,36.0,380.0,corner of 211th St. and Carlisle Place
230995,2869,7.47,df_gardens,Bronx,10457.0,40.84717,-73.894249,-3018.37095092533,1981 Lafontaine Ave.,Active,206.0,15.0,Garden,86.0,15.0,Oasis on the Green,BLT,POINT (-73.894249 40.84717),3:00 p.m. to 8:00 p.m.,1 p.m. to 3 p.m.,2:00 p.m. to 8:00 p.m.,3:00 p.m. to 7:00 p.m.,,,,32.0,375.04,E. 178th & LaFontaine Avenue
230996,2747,10.58,df_gardens,Bronx,10452.0,40.832377,-73.927337,-3018.628894990049,1001 Anderson Avenue,Active,204.0,15.0,Garden,77.0,16.0,Target Bronx (Anderson Avenue Community Garden),NYRP,POINT (-73.927337 40.832377),,,,,,,,29.0,189.0,W 164th & W 165th Streets
230997,2689,4.5600000000000005,df_gardens,Bronx,10456.0,40.828442,-73.919291,-3018.0094852746224,955 Sherman Avenue,Active,204.0,15.0,Garden,77.0,16.0,"Sun, Wind & Shade Oasis",BLT,POINT (-73.919291 40.828442),,,8:00 a.m. to 8:00 p.m.,8:00 a.m. to 8:00 p.m.,,,,32.0,183.02,164th & 165th Streets
230998,3161,1.79,df_gardens,Bronx,10463.0,40.883077,-73.918917,-3022.0327754676086,2975 Independence Avenue,Not GreenThumb,208.0,15.0,Garden,81.0,11.0,Schervier Community Garden,PRI,POINT (-73.918917 40.883077),,,,,,,,33.0,301.0,W. 231th St.
230999,2807,14.01,df_gardens,Bronx,10452.0,40.838961,-73.922408,-3018.914337338088,1276 Shakespeare Avenue,Active,204.0,15.0,Garden,77.0,16.0,Roberto Clemente Community Garden,BLT,POINT (-73.922408 40.838961),7 a.m. to Noon,7 a.m. to Noon,,,,,,29.0,211.0,Shakespeare Avenue & W 169th St
231000,3171,4.9,df_gardens,Bronx,10475.0,40.879323,-73.829063,-3018.0821131643493,801 Co-op City Blvd,Active,210.0,14.0,Garden,82.0,12.0,Rivers Run Community Garden,PRI,POINT (-73.829063 40.879323),10:00 a.m. to 1:00 p.m.,,Noon to 5:00 p.m.,Noon to 05:00 p.m.,4:00 p.m. to 7:00 p.m.,4:00 p.m. to 7:00 p.m.,4:00 p.m. to 7:00 p.m.,36.0,462.03,Peartree and Bellamy Loop
231001,2692,12.37,df_gardens,Bronx,10459.0,40.826741,-73.894169,-3016.858099173229,1105 Fox Street,Active,202.0,14.0,Garden,85.0,17.0,Paradise on Earth Community Garden,NYRP,POINT (-73.894169 40.826741),,,,,,,,32.0,125.0,East 167th Street
231002,2690,15.86,df_gardens,Bronx,10456.0,40.822044,-73.908763,-3017.1067751715714,869 Eagle Avenue,Active,201.0,15.0,Garden,79.0,17.0,Palmas del Caribe (Eagle Avenue Community Garden),BLT,POINT (-73.908763 40.822044),,,,,,,,32.0,71.0,
231003,2633,6.389999999999999,df_gardens,Bronx,10459.0,40.821509,-73.889647,-3016.286890017323,927 Faile Street,Active,202.0,14.0,Garden,85.0,17.0,Mildred T. Rhodebeck Garden (Garden of Eden),NYRP,POINT (-73.889647 40.821509),,,,,,,,32.0,119.0,N/W corner of Bruckner Boulevard & Faile Street
231004,2694,3.73,df_gardens,Bronx,10472.0,40.82467,-73.87568,-3015.9502570256,1021 Manor Avenue,Active,209.0,14.0,Garden,85.0,18.0,Manor Avenue Seniors Garden,BLT,POINT (-73.87568 40.82467),,,,,,,,32.0,50.01,Bruckner Blvd & Watson
231005,2926,8.35,df_gardens,Bronx,10453.0,40.852621,-73.913724,-3019.569353270604,1885 UNIVERSITY AVENUE,Not GreenThumb,205.0,13.0,Garden,86.0,14.0,Linden Bushwick - Calvary Methodist Church,PRI,POINT (-73.913724 40.852621),,,,,,,,31.0,245.01,W. Burnside & W. Tremont
231006,2638,4.04,df_gardens,Bronx,10473.0,40.818149,-73.84623,-3014.26641922827,2225 Lacombe Avenue,Active,209.0,14.0,Garden,87.0,18.0,Karol's Urban Farm - Castle Hill (NYCHA),NYCHA,POINT (-73.84623 40.818149),12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,Closed,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,34.0,90.0,Castle Hill Avenue & Lacombe Avenue
231007,2630,6.66,df_gardens,Bronx,10451.0,40.820762,-73.919546,-3017.452194414052,345 East 153rd Street,Active,201.0,15.0,Garden,79.0,17.0,Melrose Houses Community Garden (NYCHA Melrose Houses),NYCHA,POINT (-73.919546 40.820762),10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,Closed,1:00 P.M- 4:00 P.M,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,Closed,29.0,67.0,Morris Ave and courtland ave
231008,2570,5.98,df_gardens,Bronx,10454.0,40.808148,-73.92921,-3016.91414320308,128 Lincoln Avenue,Not GreenThumb,201.0,15.0,Garden,84.0,8.0,Maria Sola Green Space,NYSDOT,POINT (-73.92921 40.808148),,,,,,,,29.0,19.01,
231009,2748,13.739999999999998,df_gardens,Bronx,10452.0,40.835574,-73.925408,-3018.786468864192,1130 Woodycrest Avenue,Active,204.0,15.0,Garden,77.0,16.0,Las Casitas Community Garden,DPR,POINT (-73.925408 40.835574),10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,29.0,199.0,166th Street / 167th Street
231010,2811,8.18,df_gardens,Bronx,10460.0,40.842086,-73.887546,-3017.721508060956,851 Fairmont Place,Closed (Construction),206.0,15.0,Garden,79.0,15.0,Miracle Garden - Bronx,DPR,POINT (-73.887546 40.842086),,,,,,,,32.0,365.02,At Marmion Ave.
231011,2750,6.7,df_gardens,Bronx,10456.0,40.831977,-73.89831,-3017.41409425887,745 Jennings Street,Active,203.0,15.0,Garden,79.0,17.0,Concrete Dreams Community Garden,DPR,POINT (-73.89831 40.831977),,,,,,,,32.0,151.0,Boston Rd & Prospect
231012,2867,8.43,df_gardens,Bronx,10453.0,40.846913,-73.911017,-3019.036881140521,1735 Walton Avenue,Active,205.0,15.0,Garden,77.0,14.0,Townsend Garden,DPR,POINT (-73.911017 40.846913),11:00 a.m.- 2:00 p.m.,11:00 a.m.- 2:00 p.m.,CLOSED,10:00 a.m.- 12:00 p.m.,11:00 a.m.- 2:00 p.m.,11:00 a.m.- 2:00 p.m.,11:00 a.m.- 2:00 p.m.,33.0,227.01,At E 175th Street
231013,2691,9.98,df_gardens,Bronx,10459.0,40.823488,-73.898893,-3016.810571598784,1009 Rev James A Polite Ave,Active,202.0,15.0,Garden,85.0,17.0,Schomburg Arts Garden,DPR,POINT (-73.898893 40.823488),CLOSED,12:00 p.m. - 2:30 p.m.,CLOSED,1:00 p.m. - 6:00 p.m.,CLOSED,1:00 p.m. - 3:30 p.m.,CLOSED,32.0,129.01,Corner of Rev. James A. Polite & 164th St
231014,2747,10.58,df_gardens,Bronx,10452.0,40.83127,-73.929398,-3018.6312106754604,949 Woodycrest Avenue,Active,204.0,15.0,Garden,77.0,16.0,Woodycrest Community Garden,DPR,POINT (-73.929398 40.83127),6:00 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,CLOSED,3:00 p.m. - 8:00 p.m.,5:30 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,29.0,189.0,At 162 Street
231015,3106,10.08,df_gardens,Bronx,10468.0,40.878564,-73.885289,-3020.3245150449957,10 Risse Street Garden,Active,207.0,13.0,Garden,80.0,11.0,Risse Street Community Garden,DPR,POINT (-73.885289 40.878564),,,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,,,,33.0,411.0,Risse/Mosholu/Jerome Avenue
231016,2691,9.98,df_gardens,Bronx,10456.0,40.825462,-73.906662,-3017.273621027844,586 E 165th Street,Active,203.0,15.0,Garden,79.0,17.0,William Hooper Garden (Jacquline Denise Davis Garden),BLT,POINT (-73.906662 40.825462),,,,,,,,32.0,185.02,165th Street & Cauldwell Avenue
231017,2631,10.19,df_gardens,Bronx,10451.0,40.821557,-73.914125,-3017.2896667926248,427 East 157th Street,Inactive (Group Forming),201.0,15.0,Garden,79.0,17.0,Latinos Unidos,DPR,POINT (-73.914125 40.821557),,,,,,,,32.0,69.0,Elton & Melrose Avenues
231018,2811,8.18,df_gardens,Bronx,10460.0,40.836679,-73.884667,-3017.204429300893,1768 Bryant Avenue,Active,203.0,14.0,Garden,85.0,17.0,Bronx Sunshine Garden,DPR,POINT (-73.884667 40.836679),12:00 p.m. - 3:00 p.m.,CLOSED,1:00 p.m - 5:00 p.m.,CLOSED,11:00 a.m.- 2:00 p.m.,11:00 a.m.- 2:00 p.m.,9:00 a.m. - 11:00 a.m.,32.0,161.0,E. 174th & E. 175th (in shopping ctr parking lot)
231019,2751,12.64,df_gardens,Bronx,10459.0,40.830931,-73.895016,-3017.202299539896,1311 Bristow Street,Active,203.0,15.0,Garden,79.0,17.0,Cordelia’s Garden,DPR,POINT (-73.895016 40.830931),12:00 p.m. - 6:00 p.m.,CLOSED,12:00 p.m. - 6:00 p.m.,12:00 p.m. - 6:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,32.0,153.0,Jennings & Freeman Streets.
231020,2690,15.86,df_gardens,Bronx,10451.0,40.822749,-73.912426,-3017.308414579074,836 Elton Avenue,Active,203.0,15.0,Garden,79.0,17.0,La Isla USA,DPR,POINT (-73.912426 40.822749),,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,,,1:00 p.m. - 6:00p.m.,1:00 p.m. - 2:00 p.m.,32.0,141.0,E. 159th & E. 160th Streets.
231021,2751,12.64,df_gardens,Bronx,10459.0,40.830963,-73.894058,-3017.1655481178536,1312 Bristow Street,Active,203.0,15.0,Garden,79.0,17.0,Model T Community Garden,DPR,POINT (-73.894058 40.830963),9:00 a.m. - 7:30 p.m.,9:00 a.m. - 7:30 p.m.,9:00 a.m. - 7:30 p.m.,8:00 a.m. - 9:30 a.m.,9:00 a.m. - 7:30 p.m.,9:00 a.m. - 7:30 p.m.,9:00 a.m. - 7:30 p.m.,32.0,153.0,Jennings & Freeman
231022,2986,3.1500000000000004,df_gardens,Bronx,10468.0,40.86421,-73.900849,-3019.89981271429,2502 Davidson Avenue,Active,207.0,13.0,Garden,78.0,14.0,New Beginnings Community Garden,DPR,POINT (-73.900849 40.86421),CLOSED,CLOSED,12:00 p.m. to 5:00 p.m.,12:00 p.m. to 6:00 p.m.,CLOSED,CLOSED,CLOSED,31.0,265.0,At 190th Street
231023,2631,10.19,df_gardens,Bronx,10455.0,40.817223,-73.911208,-3016.850259135384,668 St. Ann's Avenue,Active,201.0,15.0,Garden,79.0,17.0,Magnolia Tree Community Garden,DPR,POINT (-73.911208 40.817223),CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,29.0,75.0,Westchester Avenue & 156th Street
231024,2870,11.49,df_gardens,Bronx,10460.0,40.847016,-73.882538,-3017.881211806608,851 Hornaday Place,Active,206.0,15.0,Garden,87.0,15.0,Hornaday Community Garden,DPR,POINT (-73.882538 40.847016),9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,32.0,363.0,Mohegan Avenue & Crotona Pkwy
231025,2690,15.86,df_gardens,Bronx,10451.0,40.822502,-73.916202,-3017.444303977404,364 East 158th Street,Active,201.0,15.0,Garden,79.0,17.0,Courtlandt Avenue Community Garden,DPR,POINT (-73.916202 40.822502),2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,1:00 p.m. - 5:00 p.m.,CLOSED,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,32.0,69.0,Courtland & Melrose Avenues
231026,2747,10.58,df_gardens,Bronx,10452.0,40.831909,-73.929264,-3018.672980084976,96 West 163rd Street,Active,204.0,15.0,Garden,77.0,16.0,La Isla Youth Community Garden,DPR,POINT (-73.929264 40.831909),10:00 a.m. - 4:00 p.m.,CLOSED,10:00 a.m. - 5:00 p.m.,CLOSED,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,29.0,189.0,Woodycrest & Nelson
231027,2749,8.93,df_gardens,Bronx,10456.0,40.830311,-73.916593,-3018.0374802504234,1062 Grant Avenue,Active,204.0,15.0,Garden,77.0,16.0,Little Paradise Community Garden,BLT,POINT (-73.916593 40.830311),1:00p - 4:00p,,12:00p - 5:00p,12:00p - 5:00p,11:00a-3:00p,11:00a - 3:00p,Varies,32.0,181.01,E. 165th & E. 166th Streets
231028,2927,8.69,df_gardens,Bronx,10453.0,40.856629,-73.901254,-3019.3561173127655,2242 Creston Avenue,Active,205.0,15.0,Garden,86.0,14.0,Creston Jungle Playground,NYRP,POINT (-73.901254 40.856629),,,,,,,,33.0,237.04,E 182nd & E 183rd
231029,2692,12.37,df_gardens,Bronx,10459.0,40.821981,-73.892573,-3016.441211047113,972 Simpson Street,Active,202.0,14.0,Garden,85.0,17.0,Black Joy Farm,DPR,POINT (-73.892573 40.821981),12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,CLOSED,12:00 p.m. - 5:00 p.m.,CLOSED,CLOSED,12:00 p.m. - 5:00 p.m.,32.0,159.0,Westchester Ave. and 163rd St.
231030,2638,4.04,df_gardens,Bronx,10473.0,40.817606,-73.84454,-3014.15733897124,512 Havemeyer Avenue,Active,209.0,14.0,Garden,87.0,18.0,Havemeyer Garden Association,DPR,POINT (-73.84454 40.817606),9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,9:00 a.m.- 6:00 p.m.,34.0,90.0,Randall & Lacombe
231031,2631,10.19,df_gardens,Bronx,10451.0,40.820578,-73.912035,-3017.13198985623,749 Brook Avenue,Active,201.0,15.0,Garden,79.0,17.0,Centro Cultural Rincon Criollo,DPR,POINT (-73.912035 40.820578),4:00 p.m. - 6:00 p.m.,CLOSED,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,CLOSED,CLOSED,9:00 a.m. - 11:00 a.m.,32.0,71.0,corner of E. 157th St.
231032,2751,12.64,df_gardens,Bronx,10459.0,40.829456,-73.891148,-3016.935376055488,1221 Hoe Avenue,Active,203.0,15.0,Garden,85.0,17.0,Morning Glory Community Garden,DPR,POINT (-73.891148 40.829456),,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,5:00 p.m. - 7:00 p.m.,,32.0,125.0,Freeman St. & Hoe St.
231033,2751,12.64,df_gardens,Bronx,10459.0,40.829124,-73.89113,-3016.9101092701203,1211 Hoe Avenue,Active,203.0,15.0,Garden,85.0,17.0,Synergi Urban Garden,DPR,POINT (-73.89113 40.829124),1:00 p.m. - 5:00 p.m.,,10:00 a.m. - 4:00 p.m.,9:00 a.m. - 2:00 p.m.,,8:00 a.m. - 1:00 p.m.,,32.0,125.0,Home Street & Freeman Street
231034,2808,11.580000000000002,df_gardens,Bronx,10456.0,40.838033,-73.909923,-3018.3358745014593,1420 College Avenue,Active,204.0,15.0,Garden,77.0,16.0,College Avenue Garden,DPR,POINT (-73.909923 40.838033),12:00 p.m. - 3:00 p.m..,,11:00 a.m. - 4:00 p.m.,,10:00 a.m. - 4:00 p.m.,11:00 a.m. - 3:00 p.m.,12:00 p.m. - 4:00 p.m.,32.0,225.0,E. 170th & E. 171st Streets
231035,2631,10.19,df_gardens,Bronx,10451.0,40.821379,-73.915632,-3017.3380278965283,757 Melrose Avenue,Active,201.0,15.0,Garden,79.0,17.0,Rainbow Garden of Life and Health,DPR,POINT (-73.915632 40.821379),10:00 a.m. - 12:00 p.m. &  6:00 p.m. - 7:00 p.m.,10:00 a.m. - 12:00 p.m. &  6:00 p.m. - 7:00 p.m.,10:00 a.m. - 3:00 p.m.,CLOSED,10:00 a.m. - 12:00 p.m. &  6:00 p.m. - 7:00 p.m.,10:00 a.m. - 12:00 p.m. &  6:00 p.m. - 7:00 p.m.,10:00 a.m. - 12:00 p.m. &  6:00 p.m. - 7:00 p.m.,29.0,69.0,157th and 156th St.
231036,2690,15.86,df_gardens,Bronx,10451.0,40.82403,-73.914906,-3017.50433999118,377 East 160th Street,Active,203.0,15.0,Garden,79.0,17.0,Melrose New Generation Community Garden,DPR,POINT (-73.914906 40.82403),1:00 p.m. to 4:00 p.m.,CLOSED,8:00 a.m. - 12:00 p.m.,12:00 p.m. - 3:00 p.m.,CLOSED,4:00 p.m. - 7:00 p.m.,2:00 p.m. - 6:00 p.m.,32.0,141.0,Melrose and Courtland Ave.
231037,2926,8.35,df_gardens,Bronx,10453.0,40.852317,-73.910507,-3019.415461594718,1974 Grand Avenue,Active,205.0,13.0,Garden,86.0,14.0,Leave It Better Community Garden,DPR,POINT (-73.910507 40.852317),,,,,,,,33.0,243.0,At West Tremont Ave
231038,2631,10.19,df_gardens,Bronx,10451.0,40.821853,-73.914118,-3017.311259620654,418 East 158th Street,Active,201.0,15.0,Garden,79.0,17.0,Rays of Sunshine Community Garden (Family Group Garden),DPR,POINT (-73.914118 40.821853),1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,1:00 p.m. - 2:30 p.m.,32.0,69.0,Elton & Melrose Avenues
231039,2690,15.86,df_gardens,Bronx,10451.0,40.823068,-73.916728,-3017.507613481504,809 Courtlandt Avenue,Active,201.0,15.0,Garden,79.0,17.0,Dolorinda Lisante Community Garden,DPR,POINT (-73.916728 40.823068),5:00 p.m. - 7:00 p.m.,9:00 a.m. - 11:00 a.m.,11:00 a.m. -1:00 p.m.,CLOSED,CLOSED,10:00 a.m. -12:00 p.m.,5:00 p.m. - 7:00 p.m.,29.0,69.0,E. 158th & E. 159th Streets.
231040,2690,15.86,df_gardens,Bronx,10451.0,40.825278,-73.912971,-3017.5175888809376,924 Melrose Avenue,Active,203.0,15.0,Garden,79.0,17.0,El Coqui Liberation Community Garden,DPR,POINT (-73.912971 40.825278),CLOSED,CLOSED,10:00 a.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,CLOSED,CLOSED,CLOSED,32.0,141.0,At E. 163rd Street
231041,2690,15.86,df_gardens,Bronx,10451.0,40.823206,-73.912985,-3017.36501272991,438 East 160th Street,Active,203.0,15.0,Garden,79.0,17.0,Jardin la Roca,DPR,POINT (-73.912985 40.823206),2:00 p.m. - 9:00 p.m.,10:00 a.m. - 12:00 p.m,2:00 p.m. - 9:00 p.m.,12:00 p.m. - 4:00 p.m.,4:00 p.m. - 6:00 p.m.,10:00 a.m. - 12:00 p.m. & 4:00 p.m. - 6:00 p.m.,10:00 a.m. - 12:00 p.m. & 4:00 p.m. - 6:00 p.m.,32.0,141.0,between Elton Ave. and Melrose Ave.
