id,grid_id,score,data_source,latitude,longitude,lat_lon,address,created date,category,coundist,geometry,borocode,borough_df_benches_std_0,borough_df_benches_std_1,borocd,assemdist,stsendist,congdist,siteid,benchid,type,benchtype,geocodeadd,street,crossstree,borough_df_benches_std_2,borough_df_benches_std_3,comdist,busroute,bid
228741,1914,7.239999999999999,df_benches,40.730178,-74.002955,-3014.1535296759903,25 Carmine Street,01/31/2014,Bench,3.0,POINT (-74.002955 40.730178),1.0,Manhattan,Manhattan,102.0,66.0,27.0,10.0,2338.0,1364.0,Senior Center,backed,25 Carmine Street,Carmine Street,Bleeker Street & Bedford Street,Manhattan,Manhattan,102.0,Not Applicable,Not Applicable
228742,1743,5.6,df_benches,40.710598,-73.947089,-3010.430213549222,97 Maujer Street,05/05/2016,Bench,34.0,POINT (-73.947089 40.710598),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,3220.0,1769.0,Municipal Facilities,backed,97 Maujer Street,Leonard Street,Maujer Street & Grand Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
228743,2391,5.74,df_benches,40.786221,-73.951799,-3016.2144173615784,112 East 96th Street,06/01/2015,Bench,4.0,POINT (-73.951799 40.786221),1.0,Manhattan,Manhattan,108.0,68.0,28.0,12.0,2555.0,571.0,Municipal Facilities,backed,112 East 96th Street,East 96th Street,Park Avenue & Lexington Avenue,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
228744,855,6.96,df_benches,40.604524,-73.969414,-3003.4928460289357,541 Kings Highway,02/10/2017,Bench,44.0,POINT (-73.969414 40.604524),3.0,Brooklyn,Brooklyn,315.0,45.0,22.0,11.0,3439.0,22.0,Bus Route,backless 2,541 Kings Highway,Kings Highway,E 3rd Street & E 4th Street,Brooklyn,Brooklyn,315.0,B82,Not Applicable
228745,1270,-0.2800000000000002,df_benches,40.648768,-73.949343,-3005.949687359424,1531 Nostrand Avenue,06/09/2016,Bench,45.0,POINT (-73.949343 40.648768),3.0,Brooklyn,Brooklyn,317.0,42.0,21.0,9.0,3264.0,2165.0,Municipal Facilities,backed,1531 Nostrand Avenue,Nostrand Avenue,Snyder Avenue & Tilden Avenue,Brooklyn,Brooklyn,317.0,Not Applicable,Not Applicable
228746,2636,7.67,df_benches,40.818467,-73.868372,-3015.1937048257237,1695 Seward Avenue,01/20/2015,Bench,18.0,POINT (-73.868372 40.818467),2.0,Bronx,Bronx,209.0,85.0,34.0,15.0,2808.0,1124.0,Municipal Facilities,backed,1695 Seward Avenue,Seward Avenue,Croes Avenue & Croes Place,Bronx,Bronx,209.0,Not Applicable,Not Applicable
228747,1391,9.94,df_benches,40.666786,-73.926944,-3006.3712112819844,Lincoln Terrace Park,05/20/2017,Bench,41.0,POINT (-73.926944 40.666786),3.0,Brooklyn,Brooklyn,308.0,55.0,20.0,9.0,3702.0,2430.0,Bus Route,backless,4 E 95th Street,East New York Ave,Rochester Avenue & Buffalo Avenue,Brooklyn,Brooklyn,308.0,B12,Not Applicable
228748,1147,6.289999999999999,df_benches,40.634899,-74.002836,-3007.097766573564,5613 Fort Hamilton Pkwy,01/03/2018,Bench,44.0,POINT (-74.002836 40.634899),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,3782.0,406.0,Senior Safety,backed 2,5613 Fort Hamilton Pkwy,Fort Hamilton Pkwy,57th Street & 58th Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
228749,2511,6.13,df_benches,40.804589,-73.935823,-3016.920869891747,185 E 126th Street,02/10/2017,Bench,9.0,POINT (-73.935823 40.804589),1.0,Manhattan,Manhattan,111.0,68.0,30.0,13.0,3558.0,21.0,Bus Route,backless 2,185 E 126th Street,E 126th Street,3rd Avenue & Lexington Avenue,Manhattan,Manhattan,111.0,M35,Not Applicable
228750,2746,5.6,df_benches,40.836745,-73.942905,-3019.587556044225,3864 Broadway,01/23/2015,Bench,7.0,POINT (-73.942905 40.836745),1.0,Manhattan,Manhattan,112.0,71.0,31.0,13.0,3003.0,1951.0,Municipal Facilities,backless,3864 Broadway,Broadway,West 161st Street & West 162nd Street,Manhattan,Manhattan,112.0,M5,Not Applicable
228751,1742,4.16,df_benches,40.713456,-73.947916,-3010.675224357696,81 Devoe Street,01/18/2013,Bench,34.0,POINT (-73.947916 40.713456),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,12.0,1550.0,408.0,General,backed,81 Devoe Street,Devoe Street,Leonard Street & Lorimer Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
228752,2277,4.73,df_benches,40.77594,-73.915119,-3013.95845743686,27-04 23rd Avenue,08/01/2013,Bench,22.0,POINT (-73.915119 40.77594),4.0,Queens,Queens,401.0,36.0,12.0,14.0,2020.0,824.0,General,backed,27-04 23rd Avenue,23rd Avenue,27th & 28th Street,Queens,Queens,401.0,Not Applicable,Not Applicable
228753,1334,7.6,df_benches,40.661432,-73.908622,-3005.2304076667037,757 Rockaway Avenue,06/20/2017,Bench,42.0,POINT (-73.908622 40.661432),3.0,Brooklyn,Brooklyn,316.0,55.0,19.0,9.0,3699.0,2234.0,Bus Route,backed,757 Rockaway Avenue,Rockaway Avenue,Riverdale Avenue & Livonia Avenue,Brooklyn,Brooklyn,316.0,B60,Not Applicable
228754,2104,12.86,df_benches,40.750153,-73.880374,-3010.636544197222,86-12 37th Avenue,07/19/2016,Bench,21.0,POINT (-73.880374 40.750153),4.0,Queens,Queens,403.0,34.0,13.0,14.0,3360.0,735.0,General,backed,86-12 37th Avenue,37th Avenue,86th Avenue & 87th Avenue,Queens,Queens,403.0,Not Applicable,Not Applicable
228755,2033,1.71,df_benches,40.743421,-73.994049,-3014.770689901629,140 West 23rd Street,10/28/2015,Bench,3.0,POINT (-73.994049 40.743421),1.0,Manhattan,Manhattan,104.0,75.0,27.0,12.0,2219.0,1813.0,General,backed,140 West 23rd Street,West 23rd Street,6th Avenue and 7th Avenue,Manhattan,Manhattan,104.0,Not Applicable,Not Applicable
228756,2864,2.1500000000000004,df_benches,40.8509568703,-73.9384210425,-3020.4552490652495,801 W 181st street,12/02/2013,Bench,10.0,POINT (-73.9384210425 40.8509568703),1.0,Manhattan,Manhattan,112.0,71.0,31.0,13.0,2266.0,1366.0,General,backed,801 W 181st street,W 181st Street,Pinehurst Avenue & Fort Washington Avenue,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
228757,1393,4.200000000000001,df_benches,40.668196,-73.903069,-3005.5044950935244,436 Sutter Avenue,01/02/2015,Bench,42.0,POINT (-73.903069 40.668196),3.0,Brooklyn,Brooklyn,316.0,55.0,19.0,8.0,2962.0,928.0,Municipal Facilities,backless,276 Junius Street,Junius Street,Sutter Avenue & Blake Avenue,Brooklyn,Brooklyn,316.0,B14,Not Applicable
228758,2332,7.0200000000000005,df_benches,40.779284,-73.955097,-3015.8359038105477,150 East 86th Street,05/21/2013,Bench,5.0,POINT (-73.955097 40.779284),1.0,Manhattan,Manhattan,108.0,73.0,28.0,12.0,1489.0,1709.0,General,backless,150 East 86th Street,86th Street,Lexington and 3rd Avenue,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
228759,917,9.27,df_benches,40.607363,-73.943414,-3002.6470537572823,2924 Avenue R,09/28/2018,Bench,48.0,POINT (-73.943414 40.607363),3.0,Brooklyn,Brooklyn,315.0,41.0,17.0,9.0,4168.0,468.0,Bus Route,backless,3156 Nostrand Avenue,Nostrand Avenue,Avenue R & Avenue S,Brooklyn,Brooklyn,315.0,B44,Not Applicable
228760,1505,4.05,df_benches,40.6826896874,-73.9617526864,-3008.963033277035,19 Putnam Avenue,04/01/2012,Bench,35.0,POINT (-73.9617526864 40.6826896874),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,1534.0,118.0,Plaza,backed,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,Brooklyn,302.0,Not Applicable,Fulton Area Business (FAB) Alliance
228761,2105,5.900000000000001,df_benches,40.7495340664,-73.8625749635,-3009.8655147071668,103-12 Roosevelt Avenue,06/01/2018,Bench,21.0,POINT (-73.8625749635 40.7495340664),4.0,Queens,Queens,404.0,39.0,13.0,14.0,1342.0,396.0,Plaza,backed 2,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,Queens,404.0,Q20A,Not Applicable
228762,1090,6.880000000000001,df_benches,40.627651,-73.981667,-3005.701347274217,5002 18th Avenue,10/29/2016,Bench,44.0,POINT (-73.981667 40.627651),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,3396.0,2273.0,Bus Route,backless,5002 18th Avenue,18th Avenue,50th Street & 51st Street,Brooklyn,Brooklyn,312.0,B8,Not Applicable
228763,2749,8.93,df_benches,40.832477,-73.9095,-3017.9079588314994,1230 Webster Avenue,06/20/2014,Bench,16.0,POINT (-73.9095 40.832477),2.0,Bronx,Bronx,203.0,79.0,32.0,15.0,2472.0,809.0,Health Care Facilities,backed,1230 Webster Avenue,East 168th Street,Park Avenue and Webster Avenue,Bronx,Bronx,203.0,BX35,Not Applicable
228764,1277,5.09,df_benches,40.650786,-73.89043,-3003.7040573779796,11779 Flatlands Avenue,02/26/2018,Bench,42.0,POINT (-73.89043 40.650786),3.0,Brooklyn,Brooklyn,318.0,60.0,19.0,8.0,4011.0,524.0,Bus Route,backed,11779 Flatlands Avenue,Flatlands Avenue,Louisiana Avenue & Williams Avenue,Brooklyn,Brooklyn,318.0,B82,Not Applicable
228765,2233,8.3,df_benches,40.767766,-73.773151,-3007.5665570506662,36-41 Bell Blvd,01/25/2013,Bench,19.0,POINT (-73.773151 40.767766),4.0,Queens,Queens,411.0,26.0,11.0,6.0,1505.0,328.0,BID,backed,36-41 Bell Blvd,Bell Blvd,36th and 38th Avenues,Queens,Queens,411.0,Not Applicable,Bell Blvd BBA
228766,1876,9.15,df_benches,40.720166,-73.804182,-3005.3185425342117,81-15 164th Street,05/05/2016,Bench,24.0,POINT (-73.804182 40.720166),4.0,Queens,Queens,408.0,25.0,14.0,6.0,3206.0,2026.0,General,backed,81-15 164th Street,164th Street,81st Avenue & Goethals Avenue,Queens,Queens,408.0,Not Applicable,Not Applicable
228767,853,2.19,df_benches,40.598953,-73.996936,-3004.1981268080085,8758 Bay Parkway,09/21/2018,Bench,47.0,POINT (-73.996936 40.598953),3.0,Brooklyn,Brooklyn,311.0,47.0,23.0,11.0,4166.0,560.0,Bus Route,backed 2,8758 Bay Parkway,Bay Parkway,Batch Avenue & Benson Street,Brooklyn,Brooklyn,311.0,B82,Not Applicable
228768,1462,4.15,df_benches,40.67486,-73.807131,-3002.09472042666,131-14 Rockaway Boulevard,09/23/2013,Bench,28.0,POINT (-73.807131 40.67486),4.0,Queens,Queens,410.0,31.0,10.0,5.0,2181.0,807.0,General,backed,131-14 Rockaway Boulevard,Rockaway Boulevard,131st Street and 132th Street,Queens,Queens,410.0,Not Applicable,Not Applicable
228769,1996,3.4,df_benches,40.736922,-73.77799,-3005.48822394678,195-02 69th Avenue,07/11/2016,Bench,23.0,POINT (-73.77799 40.736922),4.0,Queens,Queens,408.0,25.0,11.0,6.0,3349.0,76.0,Municipal Facilities,backed 2,195-02 69th Avenue,69th Avenue,195th Lane & 197th Street,Queens,Queens,408.0,Not Applicable,Not Applicable
228770,1685,4.739999999999999,df_benches,40.700764,-73.935974,-3009.250628884136,10 Forrest Street,09/14/2012,Bench,34.0,POINT (-73.935974 40.700764),3.0,Brooklyn,Brooklyn,304.0,53.0,18.0,7.0,1035.0,197.0,Senior Center,backed,10 Forrest Street,Forrest Street,Noll Street and Bushwick Avenue,Brooklyn,Brooklyn,304.0,Not Applicable,Not Applicable
228771,2870,11.49,df_benches,40.850562,-73.882453,-3018.1397269885856,2300 Southern Boulevard,10/01/2015,Bench,15.0,POINT (-73.882453 40.850562),2.0,Bronx,Bronx,206.0,78.0,33.0,15.0,3183.0,2009.0,AAR,backed,1016 Bronx Park South,Boston Road,Bronx Park S & E 180th Street,Bronx,Bronx,206.0,Not Applicable,Not Applicable
228772,1502,8.55,df_benches,40.680445,-73.991949,-3010.025411737305,317 Hoyt Street,07/31/2014,Bench,39.0,POINT (-73.991949 40.680445),3.0,Brooklyn,Brooklyn,306.0,52.0,25.0,7.0,2678.0,1189.0,Municipal Facilities,backed,317 Hoyt Street,Hoyt Street,President Street & Union Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
228773,1504,7.569999999999999,df_benches,40.681096,-73.975317,-3009.396972507432,218 Flatbush Avenue,12/29/2014,Bench,39.0,POINT (-73.975317 40.681096),3.0,Brooklyn,Brooklyn,306.0,52.0,25.0,9.0,2894.0,692.0,Municipal Facilities,backless,218 Flatbush Avenue,Bergen Street,Flatbush Avenue and 5th Avenue,Brooklyn,Brooklyn,306.0,B65,North Flatbush
228774,2277,4.73,df_benches,40.775901,-73.910964,-3013.786150878564,22-11 31st Street,12/03/2016,Bench,22.0,POINT (-73.910964 40.775901),4.0,Queens,Queens,401.0,36.0,13.0,14.0,3518.0,2457.0,General,backed,22-11 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,Queens,401.0,Not Applicable,Not Applicable
228775,2332,7.0200000000000005,df_benches,40.781118,-73.949582,-3015.746629592676,298 E 91st Street,02/05/2018,Bench,5.0,POINT (-73.949582 40.781118),1.0,Manhattan,Manhattan,108.0,73.0,28.0,12.0,3983.0,335.0,General,backed 2,1747 2nd Avenue,2nd Avenue,E 91st Street & E 90th Street,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
228776,2043,5.1,df_benches,40.746172,-73.890208,-3010.743124283776,75-01 Broadway,01/24/2019,Bench,25.0,POINT (-73.890208 40.746172),4.0,Queens,Queens,404.0,39.0,16.0,14.0,4215.0,859.0,Bus Route,backless 2,75-01 Broadway,Broadway,75th Street & 76th Street,Queens,Queens,404.0,Q53,Not Applicable
228777,1981,5.700000000000001,df_benches,40.741889,-73.919775,-3011.631267954975,45-01 Greenpoint Avenue,08/01/2012,Bench,26.0,POINT (-73.919775 40.741889),4.0,Queens,Queens,402.0,37.0,12.0,14.0,1079.0,165.0,BID,backed,45-01 Greenpoint Avenue,Greenpoint Avenue,45th and 46th Streets,Queens,Queens,402.0,Not Applicable,Sunnyside Shines
228778,2039,5.08,df_benches,40.744902,-73.935022,-3012.4752257578443,31-10 Thomson Avenue,07/06/2016,Bench,26.0,POINT (-73.935022 40.744902),4.0,Queens,Queens,402.0,37.0,12.0,12.0,3313.0,680.0,Municipal Facilities,backed,31-10 Thomson Avenue,Thomson Avenue,31st Street & 31st Place,Queens,Queens,402.0,Not Applicable,Not Applicable
228779,1505,4.05,df_benches,40.6826896874,-73.9617526864,-3008.963033277035,19 Putnam Avenue,04/01/2012,Bench,35.0,POINT (-73.9617526864 40.6826896874),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,1534.0,103.0,Plaza,backless,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,Brooklyn,302.0,Not Applicable,Fulton Area Business (FAB) Alliance
228780,2154,10.41,df_benches,40.759824,-73.964903,-3014.7964284570726,1100 2nd Avenue,01/02/2018,Bench,5.0,POINT (-73.964903 40.759824),1.0,Manhattan,Manhattan,106.0,73.0,28.0,12.0,3931.0,404.0,Senior Safety,backed 2,1100 2nd Avenue,2nd Avenue,E 57th street & E 58th street,Manhattan,Manhattan,106.0,Not Applicable,Not Applicable
228781,3165,5.17,df_benches,40.881387,-73.878395,-3020.2512569338646,3511 Bainbridge Avenue,07/03/2017,Bench,11.0,POINT (-73.878395 40.881387),2.0,Bronx,Bronx,207.0,81.0,36.0,13.0,3533.0,97.0,Municipal Facilities,backed 2,3511 Bainbridge Avenue,Bainbridge Avenue,E Gun Hill Road & E 211 Street,Bronx,Bronx,207.0,Not Applicable,Jerome-Gun Hill
228782,1624,2.3099999999999996,df_benches,40.693018,-73.953034,-3009.3721437166123,195 Sandford Street,09/10/2013,Bench,33.0,POINT (-73.953034 40.693018),3.0,Brooklyn,Brooklyn,303.0,57.0,25.0,8.0,2130.0,848.0,Community Health Centers,backed,195 Sandford Street,Sandford Street,Willoughby Avenue,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
228783,1915,1.2699999999999996,df_benches,40.728967,-73.990432,-3013.553863243744,7 E. 7th Street,04/16/2015,Bench,2.0,POINT (-73.990432 40.728967),1.0,Manhattan,Manhattan,103.0,66.0,27.0,12.0,3047.0,1150.0,Municipal Facilities,backed,7 E. 7th Street,E. 7th Street,Cooper Square and 3rd Avenue,Manhattan,Manhattan,103.0,M101,Village Alliance
228784,1351,6.4,df_benches,40.660152,-73.739488,-2998.2587904821753,144-20 243rd Street,05/25/2016,Bench,31.0,POINT (-73.739488 40.660152),4.0,Queens,Queens,413.0,31.0,10.0,5.0,3172.0,1904.0,General,backed,144-20 243rd Street,243rd Street,144th Avenue & 145th Avenue,Queens,Queens,413.0,Not Applicable,Not Applicable
228785,2512,2.49,df_benches,40.8062,-73.925979,-3016.6382842698,80 Bruckner Boulevard,06/10/2016,Bench,8.0,POINT (-73.925979 40.8062),2.0,Bronx,Bronx,201.0,84.0,29.0,15.0,3448.0,2307.0,Municipal Facilities,backed,80 Bruckner Boulevard,Buckner Boulevard,Willis Avenue & Alexander Avenue,Bronx,Bronx,201.0,Not Applicable,Not Applicable
228786,604,10.79,df_benches,40.571854,-74.112327,-3006.874510644258,309 New Dorp Lane,06/05/2014,Bench,50.0,POINT (-74.112327 40.571854),5.0,Staten Island,Staten Island,502.0,64.0,24.0,11.0,2501.0,1178.0,Municipal Facilities,backed,309 New Dorp Lane,New Dorp Lane,Edison Street and Clawson Street,Staten Island,Staten Island,502.0,Not Applicable,Not Applicable
228787,2637,5.62,df_benches,40.821254,-73.858098,-3014.980178414892,731 White Plains Road,08/08/2013,Bench,18.0,POINT (-73.858098 40.821254),2.0,Bronx,Bronx,209.0,87.0,32.0,15.0,2101.0,774.0,Community Health Centers,backed,731 White Plains Road,White Plains Road,Lafayette and Seward Avenues,Bronx,Bronx,209.0,Not Applicable,Not Applicable
228788,2392,4.380000000000001,df_benches,40.792337,-73.940545,-3016.2076296036653,308 E. 109th Street,02/05/2018,Bench,8.0,POINT (-73.940545 40.792337),1.0,Manhattan,Manhattan,111.0,68.0,29.0,13.0,3879.0,346.0,General,backed 2,308 E. 109th Street,E. 109th Street,2nd Avenue & 1st Avenue,Manhattan,Manhattan,111.0,Not Applicable,Not Applicable
228789,2062,12.71,df_benches,40.744178,-73.717322,-3003.5516892513156,253-22 Union Turnpike,12/09/2013,Bench,23.0,POINT (-73.717322 40.744178),4.0,Queens,Queens,413.0,24.0,11.0,3.0,2202.0,1052.0,General,backed,253-22 Union Turnpike,Union Turnpike,Little Neck Parkway and 254th Street,Queens,Queens,413.0,Not Applicable,Not Applicable
228790,1752,5.62,df_benches,40.711782,-73.859298,-3006.943638849036,90-13 Metropolitan Avenue,01/29/2019,Bench,29.0,POINT (-73.859298 40.711782),4.0,Queens,Queens,406.0,28.0,15.0,6.0,4224.0,303.0,Bus Route,backless 2,90-13 Metropolitan Avenue,Woodhaven Blvd,Pole Place & Metropolitan Avenue,Queens,Queens,406.0,Q52,Not Applicable
228791,913,5.0600000000000005,df_benches,40.611666,-73.983713,-3004.6018417958576,6822 Bay Parkway,09/09/2015,Bench,47.0,POINT (-73.983713 40.611666),3.0,Brooklyn,Brooklyn,311.0,47.0,22.0,10.0,3166.0,1810.0,General,backed,6822 Bay Parkway,Bay Parkway,Bay Ridge Avenue & 68th Street,Brooklyn,Brooklyn,311.0,Not Applicable,Not Applicable
228792,1509,10.49,df_benches,40.679294,-73.926228,-3007.2667631230315,25 Sumpter Street,07/26/2016,Bench,36.0,POINT (-73.926228 40.679294),3.0,Brooklyn,Brooklyn,303.0,56.0,25.0,8.0,3561.0,334.0,General,backed,1805 Fulton Street,Sumpter Street,Patchen Avenue & Fulton Street,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
228793,972,4.1899999999999995,df_benches,40.616584,-73.978594,-3004.7577774028964,6010 Bay Parkway,08/07/2018,Bench,44.0,POINT (-73.978594 40.616584),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,4092.0,0.0,General,backed,6010 Bay Parkway,Bay Parkway,61st Street & 60th Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
228794,1273,8.21,df_benches,40.652013,-73.929141,-3005.3684010108327,5117 & 5119 Church Avenue,07/18/2012,Bench,41.0,POINT (-73.929141 40.652013),3.0,Brooklyn,Brooklyn,317.0,58.0,20.0,9.0,364.0,148.0,Bus Route,backless,,Church Avenue,East 51st and 52nd Streets,Brooklyn,Brooklyn,317.0,B35,Not Applicable
228795,2867,8.43,df_benches,40.846089,-73.909879,-3018.929495613231,1775 Grand Concourse,06/30/2014,Bench,14.0,POINT (-73.909879 40.846089),2.0,Bronx,Bronx,205.0,77.0,33.0,15.0,2586.0,1001.0,Municipal Facilities,backless,109 E. 175th Street,E. 175th Street,Walton Avenue and Grand Concourse,Bronx,Bronx,205.0,BX32,Not Applicable
228796,2990,3.9,df_benches,40.864403,-73.863878,-3018.4032777348343,2550 Boston Road,01/06/2015,Bench,13.0,POINT (-73.863878 40.864403),2.0,Bronx,Bronx,211.0,80.0,34.0,14.0,2924.0,1598.0,General,backed,2550 Boston Road,Boston Road,Wallace Avenue and Barnes Avenue,Bronx,Bronx,211.0,Not Applicable,Not Applicable
228797,2045,4.77,df_benches,40.748775,-73.873216,-3010.2430573104,93-19 Roosevelt Avenue,06/10/2014,Bench,21.0,POINT (-73.873216 40.748775),4.0,Queens,Queens,404.0,34.0,13.0,14.0,2493.0,1260.0,General,backed,93-19 Roosevelt Avenue,94th Street,93rd Street and 94th Street,Queens,Queens,403.0,Not Applicable,Not Applicable
228798,3282,0.3,df_benches,40.895865,-73.892294,-3021.8892799643104,Van Cortland Park,03/11/2017,Bench,11.0,POINT (-73.892294 40.895865),2.0,Bronx,Bronx,226.0,81.0,34.0,16.0,3600.0,32.0,Bus Route,backed 2,5983 Broadway,Broadway,Manhattan College Parkway & W 242nd Street,Bronx,Bronx,208.0,BX09,Not Applicable
228799,1336,10.05,df_benches,40.656517,-73.882737,-3003.8147528470295,972 Van Siclen Avenue,08/09/2018,Bench,42.0,POINT (-73.882737 40.656517),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,4015.0,433.0,Bus Route,backless 2,972 Van Siclen Avenue,Van Siclen Avenue,Wortman Avenue & Cozine Avenue,Brooklyn,Brooklyn,305.0,B83,Not Applicable
228800,1927,7.17,df_benches,40.733848,-73.871578,-3009.073629772144,90-15 Queens Boulevard,08/04/2014,Bench,25.0,POINT (-73.871578 40.733848),4.0,Queens,Queens,404.0,35.0,16.0,6.0,2613.0,1617.0,General,backed,90-15 Queens Boulevard,59th Avenue,57th & 59th Avenue,Queens,Queens,404.0,Not Applicable,Not Applicable
228801,2570,5.98,df_benches,40.814945,-73.936012,-3017.6942632993405,2289 5th Avenue,06/03/2016,Bench,9.0,POINT (-73.936012 40.814945),1.0,Manhattan,Manhattan,111.0,70.0,30.0,13.0,3372.0,1948.0,Municipal Facilities,backed,2289 5th Avenue,5th Avenue,E 138th Street & E 139th Street,Manhattan,Manhattan,111.0,Not Applicable,Not Applicable
228802,2752,3.3099999999999996,df_benches,40.834157,-73.887512,-3017.134265347384,1550 Vyse Avenue,09/12/2014,Bench,17.0,POINT (-73.887512 40.834157),2.0,Bronx,Bronx,203.0,79.0,32.0,15.0,2706.0,1298.0,Municipal Facilities,backed,1550 Vyse Avenue,Vyse Avenue,East 172nd Street & East 173rd Street,Bronx,Bronx,203.0,Not Applicable,Not Applicable
